Name,Fulladdress,Street,Municipality,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening hours,Featured image,Cid,Place Id,Kgmid,Plus code,Google Knowledge URL,Email,Social Medias,Facebook,Instagram,Twitter,Yelp
NAKODA'S BOUTIQUE,"17, Kanchan Bagh, Indore, Madhya Pradesh 452001",17,Kanchan Bagh,"Boutique,Designer Clothing Store",081090 31521,"081090 31521, +91 81090 31521",YES,650,4.2,https://search.google.com/local/reviews?placeid=ChIJJ8HDO6H9YjkRTzj5K6gFMl8&q=boutiques+in+manorama+ganj+indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6859551402289084495,22.7200478,75.8826514,http://www.nakodasboutique.com/,nakodasboutique.com,"Wednesday:[11 am–8:30 pm], Thursday:[11 am–8:30 pm], Friday:[11 am–8:30 pm], Saturday:[11 am–8:30 pm], Sunday:[11 am–8 pm], Monday:[11 am–8:30 pm], Tuesday:[11 am–8:30 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGLJa_QymPZg2j_dUuouR_NokujTtgaJn5_PH_XL1CdG1F331sjHAiPv8h1VM4r3v8mFb22KV99BjiszKZhgyZpm1uSbnLP2kfSpUTSbspSDlPWzBtiE1UxOQY5LGf4IUPcOUOZg=w137-h92-k-no,6859551402289084495,ChIJJ8HDO6H9YjkRTzj5K6gFMl8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
World Of Saanch - The Multi Designer,"Mamta Tower, 1/1 Manoramaganj 102, near Mayank Hospital, Indore, Madhya Pradesh 452001",Mamta Tower,1/1 Manoramaganj 102,"Designer Clothing Store,Boutique,Bridal shop,Clothing manufacturer,Clothing store,Clothing Accessories Store,Fashion designer,Haute couture fashion house,Women's clothing store",088219 55755,"088219 55755, +91 88219 55755",YES,15,4.6,https://search.google.com/local/reviews?placeid=ChIJKcVsrTj9YjkRB7Of1TbVHXs&q=boutiques+in+manorama+ganj+indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=8871481272478708487,22.7222759,75.88858619999999,http://www.worldofsaanch.com/,worldofsaanch.com,"Wednesday:[12:30–8 pm], Thursday:[12:30–8 pm], Friday:[12:30–8 pm], Saturday:[12:30–8 pm], Sunday:[Closed], Monday:[12:30–8 pm], Tuesday:[12:30–8 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEc9haXIXWkaWW5VXLYeyqvrNfDX9IK7EeNTrRZhuxSOqTm4zPLcXmsRxiNg48NeL1Hz0_MgfRUzbLDe_GhlMuCjADxVupZmeAUOfGDk9nkGmjM60FcVJOPDpY-nvxdFS6namhq=w92-h92-k-no,8871481272478708487,ChIJKcVsrTj9YjkRB7Of1TbVHXs,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Rivaazz The Fashion House,"26/1, Near 56 Dukan, Chain Singh Ka Bagicha, New Palasia, Indore, Madhya Pradesh 452001",26/1,"Near 56 Dukan, Chain Singh Ka Bagicha, New Palasia","Women's clothing store,Boutique",080856 44919,"080856 44919, +91 80856 44919",YES,333,4.7,https://search.google.com/local/reviews?placeid=ChIJ0ZxHpjj9YjkRbVPHGLX4wOY&q=boutiques+in+manorama+ganj+indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16627563280940356461,22.725843899999997,75.88417299999999,http://www.rivaazz.com/,rivaazz.com,"Wednesday:[11 am–9:30 pm], Thursday:[11 am–9:30 pm], Friday:[11 am–9:30 pm], Saturday:[11 am–9:30 pm], Sunday:[11 am–9:30 pm], Monday:[11 am–9:30 pm], Tuesday:[11 am–9:30 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAG9vDweKQJ1aD9tMfbCn3MVuN90fYa2MGSssD6PDqOhvn9lYEG_Qv_t1NZs0gGxsAXjTH2hjAfdTT_nck3qSZx03TXRUpGpb3PGfy5VTHLHP6K4pkP-UtbSRMICO2DmO7v8DuKVpA=w138-h92-k-no,16627563280940356461,ChIJ0ZxHpjj9YjkRbVPHGLX4wOY,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Nisha & Jagat,"NISHA & JAGAT, 16/1/1 Sarju Prasad Marg, Dhakkan wala kuan Between Hans Travels & Hotel Rajshahi, Plot No.16-1, Banwari Lal Jaju Marg, South Tukoganj, Indore, Madhya Pradesh 452001","NISHA & JAGAT, 16/1/1 Sarju Prasad Marg, Dhakkan wala kuan Between Hans Travels & Hotel Rajshahi","Plot No.16-1, Banwari Lal Jaju Marg","Designer Clothing Store,Bridal shop,Clothing store,Dressmaker,Fashion designer",098266 18000,"098266 18000, +91 98266 18000",NO,115,4.8,https://search.google.com/local/reviews?placeid=ChIJj2yGnzj9YjkRy7gVEu4wOkE&q=boutiques+in+manorama+ganj+indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4700122960178297035,22.7177072,75.878765,,,"Wednesday:[11:30 am–9 pm], Thursday:[11:30 am–9 pm], Friday:[11:30 am–9 pm], Saturday:[11:30 am–9 pm], Sunday:[Closed], Monday:[11:30 am–9 pm], Tuesday:[11:30 am–9 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGMx-3p0-OycjKyF_3JXXSwkj_-iEzAEib-NI-yGUiW0H57tnfCk15AqCETpQcseHtiCQnuSsCs-4PjyL8nHaIimtZM6crdYiYSpNsM0fTc1ua5QvhQTw-TR2j31wLhi2Yg87MQqg=w108-h92-k-no,4700122960178297035,ChIJj2yGnzj9YjkRy7gVEu4wOkE,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Juweriya Fashion,"16, Tilak Nagar Main Rd, Vinoba Nagar, Indore, Madhya Pradesh 452018","16, Tilak Nagar Main Rd",Vinoba Nagar,Designer Clothing Store,093439 88806,"093439 88806, +91 93439 88806",YES,16,4.8,https://search.google.com/local/reviews?placeid=ChIJdfOR_O79YjkR9JDQiO5h81A&q=boutiques+in+manorama+ganj+indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5833113619500404980,22.7208918,75.8951388,https://juweriyafashion.com/,juweriyafashion.com,"Wednesday:[11 am–6 pm], Thursday:[11 am–6 pm], Friday:[11 am–6 pm], Saturday:[11 am–6 pm], Sunday:[Closed], Monday:[11 am–6 pm], Tuesday:[11 am–6 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFm3DJUybKvJufQ2CYUxH9fmRx9DXxNoCjDnCxYVcIk7GcGsV6o0FRouB0yEDZdhwdWMolfsdtnp1tEYkd1Xdg4n5S8Xoz7ahv7taoOE4EbJEdyNshbWyoIfs1psRlQyj6QDSqZrm4fyaSc=w122-h92-k-no,5833113619500404980,ChIJdfOR_O79YjkR9JDQiO5h81A,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Panchhi by Abha,"M101, Race Course Rd, New Palasia, Indore, Madhya Pradesh 452001",M101,Race Course Rd,Designer Clothing Store,093034 72298,"093034 72298, +91 93034 72298",YES,511,4.8,https://search.google.com/local/reviews?placeid=ChIJG7hC_wr9YjkRLHy8wrQ6Wpg&q=boutiques+in+manorama+ganj+indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10978151589704662060,22.727322299999997,75.8836865,,,"Wednesday:[12–8:30 pm], Thursday:[12–8:30 pm], Friday:[12–8:30 pm], Saturday:[12–8:30 pm], Sunday:[2–8:30 pm], Monday:[12–8:30 pm], Tuesday:[12–8:30 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGH-ZIPM-BJ-ji2QWK9cdraIj_8_q_SM5hw7h7b80kaBX0r4bMorCdS0GOytHWE2c_9TmKhqoTVoI2-uNWk5uPi3-wBsKrV3lxEsIMGnOZqhqYVqMeuXcBmaWT6QJaZYkDiNNxg9A=w122-h92-k-no,10978151589704662060,ChIJG7hC_wr9YjkRLHy8wrQ6Wpg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Anusha J Couture,"105, Princes Business Skypark, Agra Bombay Road, LIG Colony, Indore, Madhya Pradesh 452010",105,Princes Business Skypark,"Boutique,Clothing store,Designer Clothing Store,Fashion designer,Formal Clothing Store,Plus Size Clothing Store,Western apparel store",098269 63500,"098269 63500, +91 98269 63500",YES,60,4.5,https://search.google.com/local/reviews?placeid=ChIJEZRiXG39YjkRncBMPXMOfXU&q=boutiques+in+manorama+ganj+indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=8465938762638868637,22.7457292,75.8928428,,,"Wednesday:[11 am–8 pm], Thursday:[11 am–8 pm], Friday:[11 am–8 pm], Saturday:[11 am–8 pm], Sunday:[Closed], Monday:[11 am–8 pm], Tuesday:[11 am–8 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZhhMlHjpJzqnlUVwzKQ-m4d-0ldqEL8doFK12egT56mME__aNNlgICiolgjtPSAZs15g4UPvpYVmRgyvSPiJaNF-SeuVqwG2rYR155laxo10tCZZmLwNc6kqdCHTzj0hesYQIeA=w138-h92-k-no,8465938762638868637,ChIJEZRiXG39YjkRncBMPXMOfXU,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
NRI Lehenga Indore,"103, Curewell Hospital Rd, opp. Tinku Cafe, New Palasia, Indore, Madhya Pradesh 452001",103,Curewell Hospital Rd,"Bridal shop,Boutique,Designer Clothing Store,Fashion designer,Men's clothing store,Wedding dress rental service,Wedding store",099811 22568,"099811 22568, +91 99811 22568",YES,670,4.8,https://search.google.com/local/reviews?placeid=ChIJA6mIYnj9YjkRNl4KMET42mQ&q=boutiques+in+manorama+ganj+indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7267393920463167030,22.7272949,75.8836288,http://www.nrilehenga.com/,nrilehenga.com,"Wednesday:[11:30 am–9 pm], Thursday:[11:30 am–9 pm], Friday:[11:30 am–9 pm], Saturday:[11:30 am–9 pm], Sunday:[11:30 am–9 pm], Monday:[11:30 am–9 pm], Tuesday:[11:30 am–9 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOe_5HnmLRzDa1Pr5e20-D3deCJclJsTkNSOXSI0r8NphaowRioubR8cZxuNDR6t22bqqHBKNRdzmHMtrZTPENkVOdwBZnJb16-kyfhyxiyPHLbEl6jW4c_KjIKE3nA8WXSRvv=w122-h92-k-no,7267393920463167030,ChIJA6mIYnj9YjkRNl4KMET42mQ,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
BharatSthali Sarees Emporium Indore,"12/7-C, Nath Mandir Rd, opposite Mahakosh House, Manorama Ganj, South Tukoganj, Indore, Madhya Pradesh 452001","12/7-C, Nath Mandir Rd",opposite Mahakosh House,"Saree Shop,Clothing store,Fabric wholesaler,Silk store",0731 315 5624,"0731 315 5624, +91 731 315 5624",YES,1483,4.9,https://search.google.com/local/reviews?placeid=ChIJa6W1DwT9YjkR4ptXosYdDk8&q=boutiques+in+manorama+ganj+indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5696523317634636770,22.718602,75.87730119999999,https://www.bharatsthali.com/collections/indore-sarees-online,bharatsthali.com,"Wednesday:[10:30 am–8:30 pm], Thursday:[10:30 am–8:30 pm], Friday:[10:30 am–8:30 pm], Saturday:[10:30 am–8:30 pm], Sunday:[10:30 am–8:30 pm], Monday:[10:30 am–8:30 pm], Tuesday:[10:30 am–8:30 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHNDvpte0YFU3kL84sZwhDXWYJw2h7mEE1PwzMYOOTnzNaRCVlaH1pVpAsOebPgIiQl1htXUY4AsWMyC8LyBdvTBleohKQssH16YUA_1sfYhZMw3XjH-etIHcf9yiC6IKahd8qH=w122-h92-k-no,5696523317634636770,ChIJa6W1DwT9YjkR4ptXosYdDk8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
Estailo Store,"G-3, 27/2, Manorama Ganj, Indore, Madhya Pradesh 452001",G-3,"27/2, Manorama Ganj",Clothing store,079744 99540,"079744 99540, +91 79744 99540",YES,13,4.9,https://search.google.com/local/reviews?placeid=ChIJU32B6WH9YjkRFwxyD0msOb8&q=boutiques+in+manorama+ganj+indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=13779233964708465687,22.722256299999998,75.8881913,,,"Wednesday:[11 am–9:30 pm], Thursday:[11 am–9:30 pm], Friday:[11 am–9:30 pm], Saturday:[11 am–9:30 pm], Sunday:[11 am–9:30 pm], Monday:[11 am–9 pm], Tuesday:[11 am–9:30 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZ0BgyIjOcwBnV_VkpVc36eQ5_CjaSt51vWn8pf8EhOJmib3eNn7TfOi9lQexG_qiP8A9oKVbkZh_5mJMxI91Gy-5U5ni6XvzI7sVOK0uLHcN-xgmEsSaKyVmVS720kSTKv5D3kg=w92-h92-k-no,13779233964708465687,ChIJU32B6WH9YjkRFwxyD0msOb8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***
